capacity,gap,owner,wide,live,schema,number,repetition,mean_ns,lower_ns,upper_ns,iterations,samples,base,bytes,extra_bytes,actual_capacity,schema_name,layout_identity,layout_policy,gap_extra_bytes,cpu_group,cpu,cpu_before,cpu_after
75008,64,0,1,65535,0,108,1,1422304.0,1407913.0,1440699.0,1.0,100.0,3788967182336,14629888,3328,75008,EntityData,bc2c649030a04f2bb93647001e3773c6d2bd952ac54c710ca8e92f2d8d2af5a8,sequential,3328,0,2,0:2,0:2
131072,192,0,0,65535,0,109,1,430121.0,424034.0,439709.0,1.0,100.0,3920232120320,25569024,9984,131072,EntityData,14b9ffb9968bdaa0db82ce2ff5e8b06cb5d31a5f94b416318bcc018b2de3ae34,sequential,9984,0,2,0:2,0:2
75008,64,0,0,65535,3,110,1,2099880.0,2087356.0,2115132.0,1.0,100.0,5654089564160,81009920,1280,75008,SpacingAligned,3db1ebee56aeb8d7ed0a4a13d289bc3f5ceed6c1824c0655dbf6000822bced39,sequential,1280,0,2,0:2,0:2
65536,0,0,1,65535,0,111,1,7268203.0,7252061.0,7284026.0,1.0,100.0,3077344788480,12779520,0,65536,EntityData,bcb3a6cfd69d90dc510468b1d8b6e34e70f2aa7dbed6cc6021dcca8245b6b558,sequential,0,0,2,0:2,0:2
131072,0,0,0,65535,2,112,1,2863597.0,2848463.0,2883304.0,1.0,100.0,5348577181696,23592960,0,131072,SpacingMixedWidths,ebfe0a453dfbe601c633cbb71f1134e98ae00494a7a79bb3cb7901969cf600ce,sequential,0,0,2,0:2,0:2
131072,192,0,1,65535,0,113,1,1404716.0,1391841.0,1420765.0,1.0,100.0,4652792479744,25569024,9984,131072,EntityData,14b9ffb9968bdaa0db82ce2ff5e8b06cb5d31a5f94b416318bcc018b2de3ae34,sequential,9984,0,2,0:2,0:2
100032,192,0,0,65535,0,114,1,431273.0,425767.0,438773.0,1.0,100.0,2616441110528,19516224,9984,100032,EntityData,b34053a8df6cd9da337730b3d9eecbbd16ba5a540e9d3ed8596c9af1a043739e,sequential,9984,0,2,0:2,0:2
65600,64,0,1,65535,0,115,1,1414608.0,1400176.0,1433960.0,1.0,100.0,3920768991232,12795328,3328,65600,EntityData,5ab1ef25bc4aa0c87e894c34bb7b597f2b9e23f98e207e2fff207b6e126014e0,sequential,3328,0,2,0:2,0:2
65536,64,0,1,65535,0,116,1,1416324.0,1403062.0,1433032.0,1.0,100.0,6095633055744,12782848,3328,65536,EntityData,67680f90c6987605b76438a85837c4e0048e341323206b1967dd32bcb46027d4,sequential,3328,0,2,0:2,0:2
100032,0,0,1,65535,0,117,1,1435646.0,1421381.0,1454173.0,1.0,100.0,5331934183424,19506240,0,100032,EntityData,36dde4095b4ac1649c44744a7767196705ff15a85de86c7acaa4b17ba255290d,sequential,0,0,2,0:2,0:2
75008,192,0,0,65535,2,118,1,2880487.0,2864870.0,2902077.0,1.0,100.0,4695473717248,13509312,7872,75008,SpacingMixedWidths,d27bcf064d3259430b9c898e10c1706e1061b1e2d83ce3b828bac4ed72e97563,sequential,7872,0,2,0:2,0:2
65600,192,0,1,65535,0,119,1,1422641.0,1406822.0,1443625.0,1.0,100.0,4581120212992,12801984,9984,65600,EntityData,f0ceb346f04150235393fdb1be3e7da3d23024673d9c58e1351606fcb8ed79b5,sequential,9984,0,2,0:2,0:2
131072,64,0,0,65535,2,120,1,2865950.0,2850007.0,2885833.0,1.0,100.0,3493956616192,23595584,2624,131072,SpacingMixedWidths,e2f251cca1b44ec0fb84704536321919fef894fe7885d34a8154e0c5eeaa6353,sequential,2624,0,2,0:2,0:2
75008,0,0,1,65535,3,121,1,5714071.0,5680834.0,5767843.0,1.0,100.0,6474428317696,81008640,0,75008,SpacingAligned,866dedef4a8dfe2ed904bd3317c79496da8a29b4c9f81ca92e78c95dd73b8622,sequential,0,0,2,0:2,0:2
131072,192,0,1,65535,2,122,1,19103003.0,19076944.0,19128132.0,1.0,100.0,4874520166400,23600832,7872,131072,SpacingMixedWidths,33ff3b7b3dce6c63644c060e613be345b998af756ff567a0592129b683d7a115,sequential,7872,0,2,0:2,0:2
100032,0,1,0,65535,0,123,1,440470.0,433145.0,449642.0,1.0,100.0,2546379456512,19506240,0,100032,EntityData,36dde4095b4ac1649c44744a7767196705ff15a85de86c7acaa4b17ba255290d,generated-blocks,,0,2,0:2,0:2
65536,192,0,0,65535,1,124,1,1580268.0,1567749.0,1597678.0,1.0,100.0,4520722235392,12587328,4416,65536,SpacingDoubles,651e93e5e6887e0d20e82d22a7691475c12d3e2d0c1e75f9dba0d49acca3a08e,sequential,4416,0,2,0:2,0:2
65536,0,2,0,65535,0,125,1,455832.0,448178.0,466333.0,1.0,100.0,0,12779520,,65536,EntityData,separate-arrays,TArray,,0,2,0:2,0:2
75008,192,0,0,65535,0,126,1,424343.0,421482.0,427316.0,1.0,100.0,4380598927360,14636544,9984,75008,EntityData,6153efde23579659bfcdfcdfee76fb7ec5ff3b4182a178e6c86246d980f85b5c,sequential,9984,0,2,0:2,0:2
65536,0,0,0,65535,1,127,1,1564490.0,1554552.0,1581582.0,1.0,100.0,3974992953344,12582912,0,65536,SpacingDoubles,84ef08df3d68d2c6e99ca7856f527abcf0f2a4fda49c3ebfcbfc6e7a74a95b20,sequential,0,0,2,0:2,0:2
65536,192,0,1,65535,1,128,1,6052260.0,6042817.0,6084458.0,1.0,100.0,5421054754816,12587328,4416,65536,SpacingDoubles,651e93e5e6887e0d20e82d22a7691475c12d3e2d0c1e75f9dba0d49acca3a08e,sequential,4416,0,2,0:2,0:2
65536,192,0,1,65535,0,129,1,1382714.0,1372902.0,1398943.0,1.0,100.0,4516427268096,12789504,9984,65536,EntityData,cd80c443f151b87327574f332a83bf153260b4de10bcd5811bb1061e857e8335,sequential,9984,0,2,0:2,0:2
100032,0,1,1,65535,0,130,1,1407854.0,1399422.0,1421157.0,1.0,100.0,2483565559808,19506240,0,100032,EntityData,36dde4095b4ac1649c44744a7767196705ff15a85de86c7acaa4b17ba255290d,generated-blocks,,0,2,0:2,0:2
75008,64,0,1,65535,2,131,1,18728625.0,18703705.0,18752881.0,1.0,100.0,4800968851456,13504064,2624,75008,SpacingMixedWidths,05dd539351809feeff659f1528354aa929f17975b0bbe540f8207e118a795b03,sequential,2624,0,2,0:2,0:2
131072,0,0,1,65535,2,132,1,19320748.0,19282930.0,19445705.0,1.0,100.0,6292127809536,23592960,0,131072,SpacingMixedWidths,ebfe0a453dfbe601c633cbb71f1134e98ae00494a7a79bb3cb7901969cf600ce,sequential,0,0,2,0:2,0:2
75008,64,0,1,65535,1,133,1,6048503.0,6040562.0,6072740.0,1.0,100.0,3145795829760,14403008,1472,75008,SpacingDoubles,1004be3af5f56123d5f56e1c1f106c42e148d09e52e3da68d4c8d9a436aa5d3e,sequential,1472,0,2,0:2,0:2
65536,192,0,1,65535,3,134,1,5945521.0,5929903.0,5985330.0,1.0,100.0,6192571088896,70781696,2816,65536,SpacingAligned,0a99ec47e2daa1a3900cf8199331623ddfcce64a5ef985d6ed513e4b4c2da9b0,sequential,2816,0,2,0:2,0:2
65536,64,0,0,65535,2,135,1,2819244.0,2811186.0,2837021.0,1.0,100.0,3838896177152,11799104,2624,65536,SpacingMixedWidths,f15f240ae3f5dad2e8c609539477d3440b580229ec9847a27f83b285d1f47522,sequential,2624,0,2,0:2,0:2
75008,64,0,0,65535,1,136,1,1549635.0,1542576.0,1562004.0,1.0,100.0,5932961169408,14403008,1472,75008,SpacingDoubles,1004be3af5f56123d5f56e1c1f106c42e148d09e52e3da68d4c8d9a436aa5d3e,sequential,1472,0,2,0:2,0:2
65536,0,0,0,65535,0,137,1,450213.0,444736.0,456828.0,1.0,100.0,5167920119808,12779520,0,65536,EntityData,bcb3a6cfd69d90dc510468b1d8b6e34e70f2aa7dbed6cc6021dcca8245b6b558,sequential,0,0,2,0:2,0:2
131072,64,0,1,65535,0,138,1,1389692.0,1379484.0,1405936.0,1.0,100.0,6252667797504,25562368,3328,131072,EntityData,1dda6701852a50c523b06c841bc01307dc1073be6ca9271e941e6f592c6f3ade,sequential,3328,0,2,0:2,0:2
65600,0,1,0,65535,0,139,1,432365.0,426231.0,440156.0,1.0,100.0,6105028296704,12792000,0,65600,EntityData,25ca30a97437cdd9d7a413737050d2561c3bde235fd922d7d53dfba70d996b83,generated-blocks,,0,2,0:2,0:2
65600,0,1,1,65535,0,140,1,1405493.0,1397220.0,1419040.0,1.0,100.0,2917625692160,12792000,0,65600,EntityData,25ca30a97437cdd9d7a413737050d2561c3bde235fd922d7d53dfba70d996b83,generated-blocks,,0,2,0:2,0:2
131072,0,1,1,65535,0,141,1,7252175.0,7249209.0,7255938.0,1.0,100.0,4442875953152,25559040,0,131072,EntityData,f1c3e3dff5800203263451b0fb571291498336b4c010846051040461e3bcb3ac,generated-blocks,,0,2,0:2,0:2
65536,192,0,0,65535,2,142,1,2814904.0,2806841.0,2828648.0,1.0,100.0,4085588361216,11804352,7872,65536,SpacingMixedWidths,bc058495a7bec66734ee3446e056ecffdec75def6fec55e66c1890491df2e6b0,sequential,7872,0,2,0:2,0:2
131072,192,0,0,65535,2,143,1,2866845.0,2851912.0,2886401.0,1.0,100.0,2403571793920,23600832,7872,131072,SpacingMixedWidths,33ff3b7b3dce6c63644c060e613be345b998af756ff567a0592129b683d7a115,sequential,7872,0,2,0:2,0:2
131072,0,0,0,65535,3,144,1,1928854.0,1914087.0,1949670.0,1.0,100.0,5072389931008,141557760,0,131072,SpacingAligned,32372e5044f7e72d3b5235ce8728f8ec0e8916a68d79f5a9067919e4720a9fd5,sequential,0,0,2,0:2,0:2
75008,192,0,1,65535,1,145,1,6184980.0,6164055.0,6223864.0,1.0,100.0,2920846917632,14405952,4416,75008,SpacingDoubles,2683b9e0044a7bc4263486a0e906f67cb0288607fc269d1ec7e3203ad11dba2e,sequential,4416,0,2,0:2,0:2
75008,192,0,1,65535,0,146,1,1407909.0,1394556.0,1425983.0,1.0,100.0,4589441712128,14636544,9984,75008,EntityData,6153efde23579659bfcdfcdfee76fb7ec5ff3b4182a178e6c86246d980f85b5c,sequential,9984,0,2,0:2,0:2
131072,0,0,1,65535,1,147,1,11355891.0,11344214.0,11366764.0,1.0,100.0,5323612684288,25165824,0,131072,SpacingDoubles,e7e9c7a70ea87fa46966e3ea2d5a377aef59ded056c2d1680f9e7b1789b85f83,sequential,0,0,2,0:2,0:2
75008,192,0,0,65535,3,148,1,1923969.0,1908900.0,1947342.0,1.0,100.0,5592617844736,81011456,2816,75008,SpacingAligned,545f9e8359bc0a079c02df71d5feff2d453b610a6eec87ea3c3c6611c145cfaf,sequential,2816,0,2,0:2,0:2
100032,0,0,0,65535,0,149,1,435187.0,428911.0,443851.0,1.0,100.0,3496909406208,19506240,0,100032,EntityData,36dde4095b4ac1649c44744a7767196705ff15a85de86c7acaa4b17ba255290d,sequential,0,0,2,0:2,0:2
131072,192,0,1,65535,1,150,1,6187212.0,6166234.0,6227416.0,1.0,100.0,3160291344384,25170240,4416,131072,SpacingDoubles,b17213b9a0ed544c9182353ab0bf2efe81ddc9a649b51b66324b83a7cbba9d76,sequential,4416,0,2,0:2,0:2
100032,192,0,1,65535,0,151,1,1409569.0,1394746.0,1429064.0,1.0,100.0,6020471128064,19516224,9984,100032,EntityData,b34053a8df6cd9da337730b3d9eecbbd16ba5a540e9d3ed8596c9af1a043739e,sequential,9984,0,2,0:2,0:2
65600,0,0,0,65535,0,152,1,440003.0,433385.0,449792.0,1.0,100.0,3890167349248,12792000,0,65600,EntityData,25ca30a97437cdd9d7a413737050d2561c3bde235fd922d7d53dfba70d996b83,sequential,0,0,2,0:2,0:2
100032,64,0,0,65535,0,153,1,439686.0,432334.0,449547.0,1.0,100.0,2982587072512,19509568,3328,100032,EntityData,2e4c5af444c31cefde0c331b1081e87f36177b6885427cbb66189b4abf7ff063,sequential,3328,0,2,0:2,0:2
65600,192,0,0,65535,0,154,1,437520.0,430521.0,447996.0,1.0,100.0,4036464672768,12801984,9984,65600,EntityData,f0ceb346f04150235393fdb1be3e7da3d23024673d9c58e1351606fcb8ed79b5,sequential,9984,0,2,0:2,0:2
65536,0,1,1,65535,0,155,1,7256836.0,7239110.0,7273971.0,1.0,100.0,2861254246400,12779520,0,65536,EntityData,bcb3a6cfd69d90dc510468b1d8b6e34e70f2aa7dbed6cc6021dcca8245b6b558,generated-blocks,,0,2,0:2,0:2
75008,0,1,1,65535,0,156,1,1459504.0,1446162.0,1477056.0,1.0,100.0,4961761689600,14626560,0,75008,EntityData,01c47a39851c7b9c284ee6d77c16943e1a2bd9058ebdc31e5bd779fc434fee25,generated-blocks,,0,2,0:2,0:2
75008,192,0,1,65535,3,157,1,5675175.0,5646047.0,5732930.0,1.0,100.0,2541580451840,81011456,2816,75008,SpacingAligned,545f9e8359bc0a079c02df71d5feff2d453b610a6eec87ea3c3c6611c145cfaf,sequential,2816,0,2,0:2,0:2
75008,0,0,1,65535,0,158,1,1445849.0,1433316.0,1461919.0,1.0,100.0,4000494321664,14626560,0,75008,EntityData,01c47a39851c7b9c284ee6d77c16943e1a2bd9058ebdc31e5bd779fc434fee25,sequential,0,0,2,0:2,0:2
65536,0,2,1,65535,0,159,1,6958727.0,6941989.0,6975810.0,1.0,100.0,0,12779520,,65536,EntityData,separate-arrays,TArray,,0,2,0:2,0:2
131072,0,1,0,65535,0,160,1,457877.0,449420.0,468928.0,1.0,100.0,2352569057280,25559040,0,131072,EntityData,f1c3e3dff5800203263451b0fb571291498336b4c010846051040461e3bcb3ac,generated-blocks,,0,2,0:2,0:2
75008,0,0,1,65535,2,161,1,19089131.0,19062466.0,19114367.0,1.0,100.0,3241895723008,13501440,0,75008,SpacingMixedWidths,08d0c4171860c9ab0b31f49d80c8db6778a09e5530670d44739d8d64041a3ba9,sequential,0,0,2,0:2,0:2
65536,0,0,1,65535,1,162,1,11404764.0,11393066.0,11414327.0,1.0,100.0,6575327215616,12582912,0,65536,SpacingDoubles,84ef08df3d68d2c6e99ca7856f527abcf0f2a4fda49c3ebfcbfc6e7a74a95b20,sequential,0,0,2,0:2,0:2
131072,64,0,0,65535,1,163,1,1581157.0,1567874.0,1598963.0,1.0,100.0,3043790356480,25167296,1472,131072,SpacingDoubles,1569ab2d3b48146c369d079a5bff2da4b14c5fa58a23982090fcfbac61cdd136,sequential,1472,0,2,0:2,0:2
131072,64,0,0,65535,3,164,1,1924765.0,1908238.0,1948482.0,1.0,100.0,3733165441024,141559040,1280,131072,SpacingAligned,a9738a9547b60d1e94396fc01e7fe231dc85fbf8b6ddf37343fb9e5b8d069d44,sequential,1280,0,2,0:2,0:2
131072,64,0,0,65535,0,165,1,436221.0,428886.0,446068.0,1.0,100.0,4725270052864,25562368,3328,131072,EntityData,1dda6701852a50c523b06c841bc01307dc1073be6ca9271e941e6f592c6f3ade,sequential,3328,0,2,0:2,0:2
131072,0,0,1,65535,0,166,1,7369898.0,7353720.0,7385897.0,1.0,100.0,2997082587136,25559040,0,131072,EntityData,f1c3e3dff5800203263451b0fb571291498336b4c010846051040461e3bcb3ac,sequential,0,0,2,0:2,0:2
100032,64,0,1,65535,0,167,1,1415857.0,1400559.0,1434628.0,1.0,100.0,3078955401216,19509568,3328,100032,EntityData,2e4c5af444c31cefde0c331b1081e87f36177b6885427cbb66189b4abf7ff063,sequential,3328,0,2,0:2,0:2
131072,0,0,0,65535,0,168,1,458839.0,451588.0,468878.0,1.0,100.0,4998000476160,25559040,0,131072,EntityData,f1c3e3dff5800203263451b0fb571291498336b4c010846051040461e3bcb3ac,sequential,0,0,2,0:2,0:2
65600,64,0,0,65535,0,169,1,433349.0,427443.0,441267.0,1.0,100.0,3639448633344,12795328,3328,65600,EntityData,5ab1ef25bc4aa0c87e894c34bb7b597f2b9e23f98e207e2fff207b6e126014e0,sequential,3328,0,2,0:2,0:2
65536,64,0,1,65535,3,170,1,5687456.0,5658525.0,5743793.0,1.0,100.0,6256727162880,70780160,1280,65536,SpacingAligned,1bf4cb7877d15faad8cf81231a3b2b57257d083cebe8404e5d61c398eaded44a,sequential,1280,0,2,0:2,0:2
75008,0,0,0,65535,2,171,1,2857410.0,2842867.0,2874220.0,1.0,100.0,5716065320960,13501440,0,75008,SpacingMixedWidths,08d0c4171860c9ab0b31f49d80c8db6778a09e5530670d44739d8d64041a3ba9,sequential,0,0,2,0:2,0:2
65600,0,0,1,65535,0,172,1,1430246.0,1417481.0,1447821.0,1.0,100.0,3786282827776,12792000,0,65600,EntityData,25ca30a97437cdd9d7a413737050d2561c3bde235fd922d7d53dfba70d996b83,sequential,0,0,2,0:2,0:2
131072,192,0,0,65535,3,173,1,1931191.0,1916638.0,1949544.0,1.0,100.0,6006276882432,141560576,2816,131072,SpacingAligned,a087e2f07a100609091ee83ed2155be5ee9c5e1818487c8c303824fd1fa9236e,sequential,2816,0,2,0:2,0:2
131072,64,0,1,65535,1,174,1,6200347.0,6177362.0,6250414.0,1.0,100.0,5561983369216,25167296,1472,131072,SpacingDoubles,1569ab2d3b48146c369d079a5bff2da4b14c5fa58a23982090fcfbac61cdd136,sequential,1472,0,2,0:2,0:2
65536,0,0,0,65535,2,175,1,2869550.0,2854629.0,2888019.0,1.0,100.0,4035659366400,11796480,0,65536,SpacingMixedWidths,823fc9c67bc9802bfa9bf7ac0e3e495da693525001742f7590fe9e8b37f3d502,sequential,0,0,2,0:2,0:2
65536,64,0,1,65535,2,176,1,19062238.0,19038011.0,19085505.0,1.0,100.0,2621004513280,11799104,2624,65536,SpacingMixedWidths,f15f240ae3f5dad2e8c609539477d3440b580229ec9847a27f83b285d1f47522,sequential,2624,0,2,0:2,0:2
131072,64,0,1,65535,3,177,1,6059904.0,6040451.0,6085724.0,1.0,100.0,3420438134784,141559040,1280,131072,SpacingAligned,a9738a9547b60d1e94396fc01e7fe231dc85fbf8b6ddf37343fb9e5b8d069d44,sequential,1280,0,2,0:2,0:2
131072,192,0,1,65535,3,178,1,6057974.0,6034921.0,6094557.0,1.0,100.0,4656583409664,141560576,2816,131072,SpacingAligned,a087e2f07a100609091ee83ed2155be5ee9c5e1818487c8c303824fd1fa9236e,sequential,2816,0,2,0:2,0:2
75008,0,1,0,65535,0,179,1,442917.0,436466.0,451225.0,1.0,100.0,2701803585536,14626560,0,75008,EntityData,01c47a39851c7b9c284ee6d77c16943e1a2bd9058ebdc31e5bd779fc434fee25,generated-blocks,,0,2,0:2,0:2
75008,0,0,0,65535,1,180,1,1574217.0,1562357.0,1591876.0,1.0,100.0,2459406368768,14401536,0,75008,SpacingDoubles,6b0a82c2f05a9c661d9287e953947f6cf0566f94ad61f708418a28d05c9165fb,sequential,0,0,2,0:2,0:2
75008,192,0,0,65535,1,181,1,1578607.0,1566739.0,1593919.0,1.0,100.0,3334505955328,14405952,4416,75008,SpacingDoubles,2683b9e0044a7bc4263486a0e906f67cb0288607fc269d1ec7e3203ad11dba2e,sequential,4416,0,2,0:2,0:2
65536,0,0,1,65535,2,182,1,19547723.0,19522284.0,19573530.0,1.0,100.0,5484673957888,11796480,0,65536,SpacingMixedWidths,823fc9c67bc9802bfa9bf7ac0e3e495da693525001742f7590fe9e8b37f3d502,sequential,0,0,2,0:2,0:2
131072,64,0,1,65535,2,183,1,19080654.0,19052799.0,19128293.0,1.0,100.0,3692867289088,23595584,2624,131072,SpacingMixedWidths,e2f251cca1b44ec0fb84704536321919fef894fe7885d34a8154e0c5eeaa6353,sequential,2624,0,2,0:2,0:2
65536,192,0,1,65535,2,184,1,19049896.0,19023402.0,19076971.0,1.0,100.0,5875515981824,11804352,7872,65536,SpacingMixedWidths,bc058495a7bec66734ee3446e056ecffdec75def6fec55e66c1890491df2e6b0,sequential,7872,0,2,0:2,0:2
131072,0,0,0,65535,1,185,1,1598528.0,1583281.0,1619000.0,1.0,100.0,6189317029888,25165824,0,131072,SpacingDoubles,e7e9c7a70ea87fa46966e3ea2d5a377aef59ded056c2d1680f9e7b1789b85f83,sequential,0,0,2,0:2,0:2
75008,0,0,1,65535,1,186,1,6257377.0,6233424.0,6303504.0,1.0,100.0,3784403779584,14401536,0,75008,SpacingDoubles,6b0a82c2f05a9c661d9287e953947f6cf0566f94ad61f708418a28d05c9165fb,sequential,0,0,2,0:2,0:2
65536,64,0,0,65535,0,187,1,437175.0,430403.0,446092.0,1.0,100.0,4660577107968,12782848,3328,65536,EntityData,67680f90c6987605b76438a85837c4e0048e341323206b1967dd32bcb46027d4,sequential,3328,0,2,0:2,0:2
75008,0,0,0,65535,3,188,1,2087498.0,2075363.0,2102191.0,1.0,100.0,4307885752320,81008640,0,75008,SpacingAligned,866dedef4a8dfe2ed904bd3317c79496da8a29b4c9f81ca92e78c95dd73b8622,sequential,0,0,2,0:2,0:2
65536,0,0,0,65535,3,189,1,2058420.0,2046147.0,2074086.0,1.0,100.0,4904886206464,70778880,0,65536,SpacingAligned,338c71335dd48adf8238e47637756c26155e914fb6a986154db9c4ca1fa411c3,sequential,0,0,2,0:2,0:2
65536,64,0,0,65535,1,190,1,1567009.0,1555096.0,1582380.0,1.0,100.0,4045591478272,12584384,1472,65536,SpacingDoubles,6a784259155b7cab5390e3bebb706e2d9406dbaa4c293fbed535e14f1725a896,sequential,1472,0,2,0:2,0:2
75008,0,0,0,65535,0,191,1,454314.0,445024.0,469803.0,1.0,100.0,6355210141696,14626560,0,75008,EntityData,01c47a39851c7b9c284ee6d77c16943e1a2bd9058ebdc31e5bd779fc434fee25,sequential,0,0,2,0:2,0:2
65536,0,0,1,65535,3,192,1,5679420.0,5654274.0,5726979.0,1.0,100.0,2708547305472,70778880,0,65536,SpacingAligned,338c71335dd48adf8238e47637756c26155e914fb6a986154db9c4ca1fa411c3,sequential,0,0,2,0:2,0:2
65600,192,0,1,65535,0,193,2,1408007.0,1393782.0,1427609.0,1.0,100.0,3615289442304,12801984,9984,65600,EntityData,f0ceb346f04150235393fdb1be3e7da3d23024673d9c58e1351606fcb8ed79b5,sequential,9984,0,2,0:2,0:2
131072,192,0,1,65535,0,194,2,1409136.0,1394688.0,1428282.0,1.0,100.0,2323309592576,25569024,9984,131072,EntityData,14b9ffb9968bdaa0db82ce2ff5e8b06cb5d31a5f94b416318bcc018b2de3ae34,sequential,9984,0,2,0:2,0:2
75008,0,0,1,65535,2,195,2,19085641.0,19062995.0,19108846.0,1.0,100.0,3133179363328,13501440,0,75008,SpacingMixedWidths,08d0c4171860c9ab0b31f49d80c8db6778a09e5530670d44739d8d64041a3ba9,sequential,0,0,2,0:2,0:2
75008,192,0,0,65535,3,196,2,1957777.0,1940193.0,1979226.0,1.0,100.0,4961794523136,81011456,2816,75008,SpacingAligned,545f9e8359bc0a079c02df71d5feff2d453b610a6eec87ea3c3c6611c145cfaf,sequential,2816,0,2,0:2,0:2
75008,192,0,0,65535,1,197,2,1528601.0,1526556.0,1532422.0,1.0,100.0,3317862957056,14405952,4416,75008,SpacingDoubles,2683b9e0044a7bc4263486a0e906f67cb0288607fc269d1ec7e3203ad11dba2e,sequential,4416,0,2,0:2,0:2
65536,0,0,1,65535,1,198,2,12029387.0,12019342.0,12039445.0,1.0,100.0,4785131159552,12582912,0,65536,SpacingDoubles,84ef08df3d68d2c6e99ca7856f527abcf0f2a4fda49c3ebfcbfc6e7a74a95b20,sequential,0,0,2,0:2,0:2
65536,64,0,1,65535,3,199,2,5592094.0,5568797.0,5652135.0,1.0,100.0,4921260769280,70780160,1280,65536,SpacingAligned,1bf4cb7877d15faad8cf81231a3b2b57257d083cebe8404e5d61c398eaded44a,sequential,1280,0,2,0:2,0:2
65536,64,0,1,65535,0,200,2,1389293.0,1379703.0,1404207.0,1.0,100.0,4665945817088,12782848,3328,65536,EntityData,67680f90c6987605b76438a85837c4e0048e341323206b1967dd32bcb46027d4,sequential,3328,0,2,0:2,0:2
75008,64,0,1,65535,3,201,2,5612568.0,5586332.0,5664971.0,1.0,100.0,2849475919872,81009920,1280,75008,SpacingAligned,3db1ebee56aeb8d7ed0a4a13d289bc3f5ceed6c1824c0655dbf6000822bced39,sequential,1280,0,2,0:2,0:2
75008,0,0,1,65535,0,202,2,1447529.0,1440280.0,1458949.0,1.0,100.0,2667443847168,14626560,0,75008,EntityData,01c47a39851c7b9c284ee6d77c16943e1a2bd9058ebdc31e5bd779fc434fee25,sequential,0,0,2,0:2,0:2
75008,0,0,1,65535,3,203,2,5600836.0,5554175.0,5795541.0,1.0,100.0,6160090398720,81008640,0,75008,SpacingAligned,866dedef4a8dfe2ed904bd3317c79496da8a29b4c9f81ca92e78c95dd73b8622,sequential,0,0,2,0:2,0:2
65600,0,0,0,65535,0,204,2,432218.0,426664.0,438892.0,1.0,100.0,6426345537536,12792000,0,65600,EntityData,25ca30a97437cdd9d7a413737050d2561c3bde235fd922d7d53dfba70d996b83,sequential,0,0,2,0:2,0:2
131072,192,0,0,65535,1,205,2,1552513.0,1544597.0,1566367.0,1.0,100.0,3936069812224,25170240,4416,131072,SpacingDoubles,b17213b9a0ed544c9182353ab0bf2efe81ddc9a649b51b66324b83a7cbba9d76,sequential,4416,0,2,0:2,0:2
75008,0,0,0,65535,3,206,2,1895665.0,1888210.0,1908797.0,1.0,100.0,4096627048448,81008640,0,75008,SpacingAligned,866dedef4a8dfe2ed904bd3317c79496da8a29b4c9f81ca92e78c95dd73b8622,sequential,0,0,2,0:2,0:2
75008,192,0,1,65535,2,207,2,18741569.0,18717145.0,18765596.0,1.0,100.0,3586566848512,13509312,7872,75008,SpacingMixedWidths,d27bcf064d3259430b9c898e10c1706e1061b1e2d83ce3b828bac4ed72e97563,sequential,7872,0,2,0:2,0:2
65536,64,0,1,65535,2,208,2,18718050.0,18695917.0,18741861.0,1.0,100.0,6098317410304,11799104,2624,65536,SpacingMixedWidths,f15f240ae3f5dad2e8c609539477d3440b580229ec9847a27f83b285d1f47522,sequential,2624,0,2,0:2,0:2
131072,0,1,0,65535,0,209,2,446144.0,440585.0,453160.0,1.0,100.0,4835865460736,25559040,0,131072,EntityData,f1c3e3dff5800203263451b0fb571291498336b4c010846051040461e3bcb3ac,generated-blocks,,0,2,0:2,0:2
100032,0,1,0,65535,0,210,2,434621.0,430322.0,439505.0,1.0,100.0,2704487940096,19506240,0,100032,EntityData,36dde4095b4ac1649c44744a7767196705ff15a85de86c7acaa4b17ba255290d,generated-blocks,,0,2,0:2,0:2
65536,64,0,0,65535,1,211,2,1554067.0,1545422.0,1569252.0,1.0,100.0,5545340370944,12584384,1472,65536,SpacingDoubles,6a784259155b7cab5390e3bebb706e2d9406dbaa4c293fbed535e14f1725a896,sequential,1472,0,2,0:2,0:2
131072,192,0,0,65535,2,212,2,2828385.0,2820970.0,2842253.0,1.0,100.0,4738423390208,23600832,7872,131072,SpacingMixedWidths,33ff3b7b3dce6c63644c060e613be345b998af756ff567a0592129b683d7a115,sequential,7872,0,2,0:2,0:2
75008,64,0,0,65535,1,213,2,1543151.0,1536423.0,1554468.0,1.0,100.0,6391717363712,14403008,1472,75008,SpacingDoubles,1004be3af5f56123d5f56e1c1f106c42e148d09e52e3da68d4c8d9a436aa5d3e,sequential,1472,0,2,0:2,0:2
100032,192,0,1,65535,0,214,2,1384857.0,1374465.0,1401761.0,1.0,100.0,4517232574464,19516224,9984,100032,EntityData,b34053a8df6cd9da337730b3d9eecbbd16ba5a540e9d3ed8596c9af1a043739e,sequential,9984,0,2,0:2,0:2
131072,0,0,0,65535,2,215,2,2823150.0,2816075.0,2836353.0,1.0,100.0,4555081973760,23592960,0,131072,SpacingMixedWidths,ebfe0a453dfbe601c633cbb71f1134e98ae00494a7a79bb3cb7901969cf600ce,sequential,0,0,2,0:2,0:2
